Fecha,Año,Activo,Retorno_raw,Retorno_%,Decision,Mu_esperado,Sigma_incertidumbre,UCB_score
2019-08-30,2019,MU,0.0817317059520947,8.17%,✅ buena,0.3973340757147694,0.1083526177211882,0.614039311157146
2019-09-06,2019,ON,0.0834680220722454,8.35%,✅ buena,0.3839731659859864,0.0773521371455319,0.5386774402770502
2019-09-13,2019,SW,0.008178817222584,0.82%,✅ buena,0.3612394596065225,0.0743310468897165,0.5099015533859557
2019-09-20,2019,WDC,-0.0031311558092078,-0.31%,❌ mala,0.4098588854760776,0.1003698005390874,0.6105984865542524
2019-09-27,2019,WDC,-0.0231447147647023,-2.31%,❌ mala,0.3643603482927902,0.1012118695590645,0.5667840874109193
2019-10-04,2019,MU,0.0123456627604612,1.23%,✅ buena,0.3909664977122504,0.0739341920637863,0.5388348818398231
2019-10-11,2019,WDC,-0.0037703939540997,-0.38%,❌ mala,0.3975812558932565,0.0740151661997969,0.5456115882928503
2019-10-18,2019,MU,0.1048999069654994,10.49%,✅ buena,0.4217163342890626,0.0755585218381347,0.5728333779653321
2019-10-25,2019,MU,0.007287309395259,0.73%,✅ buena,0.4210611292591952,0.0720823567397961,0.5652258427387876
2019-11-01,2019,PCG,0.0077760687837304,0.78%,✅ buena,0.4092441704431446,0.0957591614964326,0.6007624934360098
2019-11-08,2019,PCG,0.145061797549983,14.51%,✅ buena,0.6443987234404331,0.0957766725944402,0.8359520686293137
2019-11-15,2019,PCG,-0.0148248199221531,-1.48%,❌ mala,0.5535031762214464,0.0771168937272946,0.7077369636760358
2019-11-22,2019,PCG,0.0205198848577425,2.05%,✅ buena,0.5557293723205969,0.0721382770962679,0.7000059265131329
2019-11-29,2019,PCG,0.2935656078046023,29.36%,✅ buena,0.4725485756137302,0.0874134179584349,0.6473754115306001
2019-12-06,2019,PCG,0.1647667948310369,16.48%,✅ buena,0.4889174473665654,0.0744264210744848,0.637770289515535
2019-12-13,2019,PCG,-0.0222418754386998,-2.22%,❌ mala,0.6190426519143235,0.0818917707626637,0.782826193439651
2019-12-20,2019,PCG,-0.0500456996666365,-5.00%,❌ mala,0.6202006317206925,0.0848281207773875,0.7898568732754676
2019-12-27,2019,PCG,0.0124521572893767,1.25%,✅ buena,0.5557957316429754,0.0912453660039294,0.7382864636508342
2020-01-03,2020,PCG,-0.0350047077455648,-3.50%,❌ mala,0.5115122079197492,0.0851073238695709,0.681726855658891
2020-01-10,2020,PCG,0.2823531815248929,28.24%,✅ buena,0.4957834336085605,0.0711197573346184,0.6380229482777975
2020-01-17,2020,PCG,0.0909784754200675,9.10%,✅ buena,0.4854510209652587,0.0692205359385462,0.6238920928423513
2020-01-24,2020,PCG,0.0658723866044659,6.59%,✅ buena,0.4422765942213267,0.0756273621873189,0.5935313185959646
2020-01-31,2020,PCG,0.140696911887634,14.07%,✅ buena,0.5214777277523641,0.0788118793448633,0.6791014864420909
2020-02-07,2020,PCG,-0.0662821380815414,-6.63%,❌ mala,0.6417376279644582,0.0785420376774232,0.7988217033193047
2020-02-14,2020,PCG,0.1061726383550112,10.62%,✅ buena,0.5919620250020479,0.088952640399754,0.769867305801556
2020-02-21,2020,PCG,-0.1350447846559418,-13.50%,❌ mala,0.6202290454725201,0.0726708082443854,0.7655706619612911
2020-02-28,2020,PCG,-0.0793547375182365,-7.94%,❌ mala,0.5891603007810433,0.0745694762296179,0.7382992532402792
2020-03-06,2020,DVN,-0.3422507029159787,-34.23%,❌ mala,0.5854960913772504,0.1380765658162891,0.8616492230098287
2020-03-13,2020,EOG,0.0025861281296704,0.26%,✅ buena,0.7302788102086137,0.2162180459282552,1.1627149020651242
2020-03-20,2020,APA,0.0062113716604261,0.62%,✅ buena,1.7176460291653997,0.4863414316740888,2.6903288925135773
2020-03-27,2020,APA,0.1069957459956432,10.70%,✅ buena,1.6357806382765203,0.5284268775788479,2.692634393434216
