date,prev_date,asset_idx,l2,cos
2024-06-14,2024-06-07,3,0.032609875240565106,3.323171030511496e-05
2024-06-14,2024-06-07,4,0.004894509242686529,7.48639531034101e-07
2024-06-14,2024-06-07,5,0.0033353920714080934,3.476547777436778e-07
2024-06-14,2024-06-07,6,0.0028861565677457705,2.6031204447551914e-07
2024-06-14,2024-06-07,7,0.003190686283413818,3.1814322898338077e-07
2024-06-14,2024-06-07,8,0.01989692389718518,1.2371609228178926e-05
2024-06-14,2024-06-07,9,0.03121657069999769,3.0452628604904497e-05
2024-06-14,2024-06-07,10,0.006686415479847737,1.3971437872184467e-06
2024-06-14,2024-06-07,11,0.010010544062596697,3.131624943253364e-06
2024-06-14,2024-06-07,12,0.00990121103115694,3.0635924554989202e-06
2024-06-14,2024-06-07,13,0.019624687966509905,1.2035382312203247e-05
2024-06-14,2024-06-07,14,0.019508946742902437,1.1893838430365733e-05
2024-06-14,2024-06-07,15,0.021567768681159456,1.4536666528175424e-05
2024-06-14,2024-06-07,16,0.009700882849452518,2.9408771425876168e-06
2024-06-14,2024-06-07,17,0.01224727340322018,4.687413106441163e-06
2024-06-14,2024-06-07,18,0.006460368358562552,1.3042741026092486e-06
2024-06-14,2024-06-07,19,0.006479076900082941,1.3118393611399881e-06
2024-06-14,2024-06-07,20,0.011824518666210152,4.369394814962568e-06
2024-06-14,2024-06-07,21,0.0187769668473599,1.1018063180934234e-05
2024-06-14,2024-06-07,22,0.004414453644109092,6.089874082793045e-07
2024-06-14,2024-06-07,23,0.011845180652968754,4.3846785167112046e-06
2024-06-14,2024-06-07,24,0.012422653999418843,4.822620942035449e-06
2024-06-14,2024-06-07,25,0.013378940031192112,5.593682576465753e-06
2024-06-14,2024-06-07,26,0.021154293456024178,1.3984642892816979e-05
2024-06-14,2024-06-07,27,0.010143697142353199,3.215488136087963e-06
2024-06-14,2024-06-07,28,0.006488672439966785,1.3157279742381789e-06
2024-06-14,2024-06-07,29,0.0067005903386282125,1.4030738865189463e-06
2024-06-14,2024-06-07,30,0.004524781450602264,6.398079753777708e-07
2024-06-14,2024-06-07,31,0.011365498427184586,4.036745264501818e-06
2024-06-14,2024-06-07,32,0.009945838990194892,3.0912717683406754e-06
2024-06-14,2024-06-07,33,0.008893895105196512,2.4719430455899527e-06
2024-06-14,2024-06-07,34,0.011043544259609205,3.8112845395232853e-06
2024-06-14,2024-06-07,35,0.025867220957795648,2.0909997187623652e-05
2024-06-14,2024-06-07,36,0.015911176808468607,7.911503642321627e-06
2024-06-14,2024-06-07,37,0.0075483483894116295,1.7805668558468213e-06
2024-06-14,2024-06-07,38,0.023398773946456383,1.7109628300260304e-05
2024-06-14,2024-06-07,39,0.010453742596187383,3.415057236555441e-06
2024-06-14,2024-06-07,40,0.002042528895147676,1.3037401902504797e-07
2024-06-14,2024-06-07,41,0.005583103596170324,9.741050873701695e-07
2024-06-14,2024-06-07,42,0.031102661516560284,3.0230791391527845e-05
2024-06-14,2024-06-07,43,0.019629157456633805,1.2040865033702275e-05
2024-06-14,2024-06-07,44,0.004078941171910726,5.199353605433998e-07
2024-06-14,2024-06-07,45,0.011723510813674124,4.295065100134998e-06
2024-06-14,2024-06-07,46,0.0063083826084442155,1.2436279277494577e-06
2024-06-14,2024-06-07,47,0.009746994827506437,2.968902040767496e-06
2024-06-21,2024-06-14,0,0.00813408327513813,2.06762440779773e-06
2024-06-21,2024-06-14,1,0.009074479188450104,2.573343941492112e-06
2024-06-21,2024-06-14,2,0.01203628954309861,4.527304493739948e-06
2024-06-21,2024-06-14,3,0.016263001100213968,8.265246188243758e-06
2024-06-21,2024-06-14,4,0.023677330231757946,1.751942628347436e-05
2024-06-21,2024-06-14,5,0.003981747964568425,4.954523987743542e-07
2024-06-21,2024-06-14,6,0.02279474502212697,1.623767573000201e-05
2024-06-21,2024-06-14,7,0.013319525280116009,5.5441104543918485e-06
2024-06-21,2024-06-14,8,0.00828892830713658,2.1470943432078116e-06
2024-06-21,2024-06-14,9,0.007373290433134414,1.6989361001362724e-06
2024-06-21,2024-06-14,10,0.017490825990452694,9.560377283390764e-06
2024-06-21,2024-06-14,11,0.0034475766871764684,3.71434530910264e-07
